order_id,timestamp,account_id,symbol,side,price,quantity,status,submitted_at,cancelled_at,filled_at
ORD_000043,2026-05-18T06:52:19+00:00,ACC_0071,ETH/USDT,buy,3637.572869,177.622384,filled,2026-05-18T06:52:09+00:00,,2026-05-18T06:52:19+00:00
ORD_000044,2026-05-18T06:52:19+00:00,ACC_0064,ETH/USDT,sell,3637.572869,177.622384,filled,2026-05-18T06:52:09+00:00,,2026-05-18T06:52:19+00:00
ORD_000045,2026-05-10T02:45:04+00:00,ACC_0079,ETH/USDT,buy,3607.512665,42.396071,filled,2026-05-10T02:44:54+00:00,,2026-05-10T02:45:04+00:00
ORD_000046,2026-05-10T02:45:04+00:00,ACC_0033,ETH/USDT,sell,3607.512665,42.396071,filled,2026-05-10T02:44:54+00:00,,2026-05-10T02:45:04+00:00
ORD_000047,2026-05-17T21:02:58+00:00,ACC_0043,BTC/USDT,buy,68517.033927,22.468929,filled,2026-05-17T21:02:48+00:00,,2026-05-17T21:02:58+00:00
ORD_000048,2026-05-17T21:02:58+00:00,ACC_0070,BTC/USDT,sell,68517.033927,22.468929,filled,2026-05-17T21:02:48+00:00,,2026-05-17T21:02:58+00:00
ORD_000049,2026-05-10T15:21:56+00:00,ACC_0043,ETH/USDT,buy,3603.320402,9.187383,filled,2026-05-10T15:21:46+00:00,,2026-05-10T15:21:56+00:00
ORD_000050,2026-05-10T15:21:56+00:00,ACC_0070,ETH/USDT,sell,3603.320402,9.187383,filled,2026-05-10T15:21:46+00:00,,2026-05-10T15:21:56+00:00
ORD_000051,2026-05-17T10:16:48+00:00,ACC_0052,ETH/USDT,buy,3640.840286,16.460199,filled,2026-05-17T10:16:38+00:00,,2026-05-17T10:16:48+00:00
ORD_000052,2026-05-17T10:16:48+00:00,ACC_0051,ETH/USDT,sell,3640.840286,16.460199,filled,2026-05-17T10:16:38+00:00,,2026-05-17T10:16:48+00:00
ORD_000053,2026-05-17T15:44:44+00:00,ACC_0056,ETH/USDT,buy,3616.368404,54.775891,filled,2026-05-17T15:44:34+00:00,,2026-05-17T15:44:44+00:00
ORD_000054,2026-05-17T15:44:44+00:00,ACC_0039,ETH/USDT,sell,3616.368404,54.775891,filled,2026-05-17T15:44:34+00:00,,2026-05-17T15:44:44+00:00
ORD_000055,2026-05-18T20:44:12+00:00,ACC_0066,ETH/USDT,buy,3630.543035,5.848786,filled,2026-05-18T20:44:02+00:00,,2026-05-18T20:44:12+00:00
ORD_000056,2026-05-18T20:44:12+00:00,ACC_0034,ETH/USDT,sell,3630.543035,5.848786,filled,2026-05-18T20:44:02+00:00,,2026-05-18T20:44:12+00:00
ORD_000057,2026-05-21T10:17:07+00:00,ACC_0035,BTC/USDT,buy,68752.275065,1.502831,filled,2026-05-21T10:16:57+00:00,,2026-05-21T10:17:07+00:00
ORD_000058,2026-05-21T10:17:07+00:00,ACC_0069,BTC/USDT,sell,68752.275065,1.502831,filled,2026-05-21T10:16:57+00:00,,2026-05-21T10:17:07+00:00
ORD_000059,2026-05-18T16:40:16+00:00,ACC_0040,ETH/USDT,buy,3616.026919,10.463651,filled,2026-05-18T16:40:06+00:00,,2026-05-18T16:40:16+00:00
ORD_000060,2026-05-18T16:40:16+00:00,ACC_0080,ETH/USDT,sell,3616.026919,10.463651,filled,2026-05-18T16:40:06+00:00,,2026-05-18T16:40:16+00:00
ORD_000061,2026-05-20T16:20:55+00:00,ACC_0056,SOL/USDT,buy,166.666206,32.067024,filled,2026-05-20T16:20:45+00:00,,2026-05-20T16:20:55+00:00
ORD_000062,2026-05-20T16:20:55+00:00,ACC_0068,SOL/USDT,sell,166.666206,32.067024,filled,2026-05-20T16:20:45+00:00,,2026-05-20T16:20:55+00:00
ORD_000063,2026-05-16T11:10:24+00:00,ACC_0068,XRP/USDT,buy,0.622523,3.754615,filled,2026-05-16T11:10:14+00:00,,2026-05-16T11:10:24+00:00
ORD_000064,2026-05-16T11:10:24+00:00,ACC_0066,XRP/USDT,sell,0.622523,3.754615,filled,2026-05-16T11:10:14+00:00,,2026-05-16T11:10:24+00:00
ORD_000065,2026-05-15T10:35:55+00:00,ACC_0017,ETH/USDT,buy,3638.600348,10.610745,filled,2026-05-15T10:35:45+00:00,,2026-05-15T10:35:55+00:00
ORD_000066,2026-05-15T10:35:55+00:00,ACC_0021,ETH/USDT,sell,3638.600348,10.610745,filled,2026-05-15T10:35:45+00:00,,2026-05-15T10:35:55+00:00
ORD_000067,2026-05-17T10:05:45+00:00,ACC_0010,ETH/USDT,buy,3602.735125,9.008177,filled,2026-05-17T10:05:35+00:00,,2026-05-17T10:05:45+00:00
ORD_000068,2026-05-17T10:05:45+00:00,ACC_0028,ETH/USDT,sell,3602.735125,9.008177,filled,2026-05-17T10:05:35+00:00,,2026-05-17T10:05:45+00:00
ORD_000069,2026-05-12T16:43:23+00:00,ACC_0040,SOL/USDT,buy,165.595979,11.533164,filled,2026-05-12T16:43:13+00:00,,2026-05-12T16:43:23+00:00
ORD_000070,2026-05-12T16:43:23+00:00,ACC_0070,SOL/USDT,sell,165.595979,11.533164,filled,2026-05-12T16:43:13+00:00,,2026-05-12T16:43:23+00:00
ORD_000071,2026-05-20T19:37:56+00:00,ACC_0053,ETH/USDT,buy,3636.24702,14.018253,filled,2026-05-20T19:37:46+00:00,,2026-05-20T19:37:56+00:00
ORD_000072,2026-05-20T19:37:56+00:00,ACC_0066,ETH/USDT,sell,3636.24702,14.018253,filled,2026-05-20T19:37:46+00:00,,2026-05-20T19:37:56+00:00
ORD_000073,2026-05-15T10:26:49+00:00,ACC_0020,XRP/USDT,buy,0.623816,4.382709,filled,2026-05-15T10:26:39+00:00,,2026-05-15T10:26:49+00:00
ORD_000074,2026-05-15T10:26:49+00:00,ACC_0063,XRP/USDT,sell,0.623816,4.382709,filled,2026-05-15T10:26:39+00:00,,2026-05-15T10:26:49+00:00
ORD_000075,2026-05-09T16:08:27+00:00,ACC_0031,ETH/USDT,buy,3599.265813,2.307448,filled,2026-05-09T16:08:17+00:00,,2026-05-09T16:08:27+00:00
ORD_000076,2026-05-09T16:08:27+00:00,ACC_0060,ETH/USDT,sell,3599.265813,2.307448,filled,2026-05-09T16:08:17+00:00,,2026-05-09T16:08:27+00:00
ORD_000077,2026-05-20T15:48:38+00:00,ACC_0080,XRP/USDT,buy,0.622288,33.11802,filled,2026-05-20T15:48:28+00:00,,2026-05-20T15:48:38+00:00
ORD_000078,2026-05-20T15:48:38+00:00,ACC_0064,XRP/USDT,sell,0.622288,33.11802,filled,2026-05-20T15:48:28+00:00,,2026-05-20T15:48:38+00:00
ORD_000079,2026-05-17T13:02:29+00:00,ACC_0081,ETH/USDT,buy,3631.363185,6.320312,filled,2026-05-17T13:02:19+00:00,,2026-05-17T13:02:29+00:00
ORD_000080,2026-05-17T13:02:29+00:00,ACC_0069,ETH/USDT,sell,3631.363185,6.320312,filled,2026-05-17T13:02:19+00:00,,2026-05-17T13:02:29+00:00
ORD_000081,2026-05-19T10:10:56+00:00,ACC_0046,ETH/USDT,buy,3644.863855,13.406274,filled,2026-05-19T10:10:46+00:00,,2026-05-19T10:10:56+00:00
ORD_000082,2026-05-19T10:10:56+00:00,ACC_0082,ETH/USDT,sell,3644.863855,13.406274,filled,2026-05-19T10:10:46+00:00,,2026-05-19T10:10:56+00:00
ORD_000083,2026-05-18T15:31:21+00:00,ACC_0005,XRP/USDT,buy,0.627012,3.230231,filled,2026-05-18T15:31:11+00:00,,2026-05-18T15:31:21+00:00
ORD_000084,2026-05-18T15:31:21+00:00,ACC_0061,XRP/USDT,sell,0.627012,3.230231,filled,2026-05-18T15:31:11+00:00,,2026-05-18T15:31:21+00:00
ORD_000085,2026-05-22T18:22:46+00:00,ACC_0066,XRP/USDT,buy,0.625643,8.008244,filled,2026-05-22T18:22:36+00:00,,2026-05-22T18:22:46+00:00
ORD_000086,2026-05-22T18:22:46+00:00,ACC_0067,XRP/USDT,sell,0.625643,8.008244,filled,2026-05-22T18:22:36+00:00,,2026-05-22T18:22:46+00:00
ORD_000087,2026-05-12T10:42:06+00:00,ACC_0042,SOL/USDT,buy,165.728912,9.694801,filled,2026-05-12T10:41:56+00:00,,2026-05-12T10:42:06+00:00
ORD_000088,2026-05-12T10:42:06+00:00,ACC_0074,SOL/USDT,sell,165.728912,9.694801,filled,2026-05-12T10:41:56+00:00,,2026-05-12T10:42:06+00:00
ORD_000089,2026-05-21T11:34:06+00:00,ACC_0053,XRP/USDT,buy,0.626677,9.213118,filled,2026-05-21T11:33:56+00:00,,2026-05-21T11:34:06+00:00
ORD_000090,2026-05-21T11:34:06+00:00,ACC_0066,XRP/USDT,sell,0.626677,9.213118,filled,2026-05-21T11:33:56+00:00,,2026-05-21T11:34:06+00:00
ORD_000091,2026-05-21T10:53:36+00:00,ACC_0083,SOL/USDT,buy,167.330256,18.185012,filled,2026-05-21T10:53:26+00:00,,2026-05-21T10:53:36+00:00
ORD_000092,2026-05-21T10:53:36+00:00,ACC_0032,SOL/USDT,sell,167.330256,18.185012,filled,2026-05-21T10:53:26+00:00,,2026-05-21T10:53:36+00:00
ORD_000093,2026-05-10T23:11:25+00:00,ACC_0048,ETH/USDT,buy,3599.378772,9.275546,filled,2026-05-10T23:11:15+00:00,,2026-05-10T23:11:25+00:00
ORD_000094,2026-05-10T23:11:25+00:00,ACC_0015,ETH/USDT,sell,3599.378772,9.275546,filled,2026-05-10T23:11:15+00:00,,2026-05-10T23:11:25+00:00
ORD_000095,2026-05-13T09:50:53+00:00,ACC_0044,ETH/USDT,buy,3627.547584,10.679263,filled,2026-05-13T09:50:43+00:00,,2026-05-13T09:50:53+00:00
ORD_000096,2026-05-13T09:50:53+00:00,ACC_0080,ETH/USDT,sell,3627.547584,10.679263,filled,2026-05-13T09:50:43+00:00,,2026-05-13T09:50:53+00:00
ORD_000097,2026-05-11T10:26:19+00:00,ACC_0076,BTC/USDT,buy,67805.74651,34.792117,filled,2026-05-11T10:26:09+00:00,,2026-05-11T10:26:19+00:00
ORD_000098,2026-05-11T10:26:19+00:00,ACC_0050,BTC/USDT,sell,67805.74651,34.792117,filled,2026-05-11T10:26:09+00:00,,2026-05-11T10:26:19+00:00
ORD_000099,2026-05-17T09:30:44+00:00,ACC_0070,BTC/USDT,buy,68615.837667,5.233505,filled,2026-05-17T09:30:34+00:00,,2026-05-17T09:30:44+00:00
ORD_000100,2026-05-17T09:30:44+00:00,ACC_0031,BTC/USDT,sell,68615.837667,5.233505,filled,2026-05-17T09:30:34+00:00,,2026-05-17T09:30:44+00:00
ORD_000101,2026-05-18T13:00:51+00:00,ACC_0058,ETH/USDT,buy,3646.040298,14.808699,filled,2026-05-18T13:00:41+00:00,,2026-05-18T13:00:51+00:00
ORD_000102,2026-05-18T13:00:51+00:00,ACC_0067,ETH/USDT,sell,3646.040298,14.808699,filled,2026-05-18T13:00:41+00:00,,2026-05-18T13:00:51+00:00
ORD_000103,2026-05-15T17:07:25+00:00,ACC_0049,SOL/USDT,buy,165.778475,4.152688,filled,2026-05-15T17:07:15+00:00,,2026-05-15T17:07:25+00:00
ORD_000104,2026-05-15T17:07:25+00:00,ACC_0062,SOL/USDT,sell,165.778475,4.152688,filled,2026-05-15T17:07:15+00:00,,2026-05-15T17:07:25+00:00
ORD_000105,2026-05-19T08:45:35+00:00,ACC_0049,BTC/USDT,buy,68491.441234,9.761347,filled,2026-05-19T08:45:25+00:00,,2026-05-19T08:45:35+00:00
ORD_000106,2026-05-19T08:45:35+00:00,ACC_0062,BTC/USDT,sell,68491.441234,9.761347,filled,2026-05-19T08:45:25+00:00,,2026-05-19T08:45:35+00:00
ORD_000107,2026-05-17T09:46:04+00:00,ACC_0042,BTC/USDT,buy,68658.85554,32.824151,filled,2026-05-17T09:45:54+00:00,,2026-05-17T09:46:04+00:00
ORD_000108,2026-05-17T09:46:04+00:00,ACC_0064,BTC/USDT,sell,68658.85554,32.824151,filled,2026-05-17T09:45:54+00:00,,2026-05-17T09:46:04+00:00
ORD_000109,2026-05-14T10:20:31+00:00,ACC_0044,ETH/USDT,buy,3601.03001,18.777789,filled,2026-05-14T10:20:21+00:00,,2026-05-14T10:20:31+00:00
ORD_000110,2026-05-14T10:20:31+00:00,ACC_0065,ETH/USDT,sell,3601.03001,18.777789,filled,2026-05-14T10:20:21+00:00,,2026-05-14T10:20:31+00:00
ORD_000111,2026-05-21T14:17:22+00:00,ACC_0025,ETH/USDT,buy,3633.11322,2.967949,filled,2026-05-21T14:17:12+00:00,,2026-05-21T14:17:22+00:00
ORD_000112,2026-05-21T14:17:22+00:00,ACC_0037,ETH/USDT,sell,3633.11322,2.967949,filled,2026-05-21T14:17:12+00:00,,2026-05-21T14:17:22+00:00
ORD_000113,2026-05-15T08:24:26+00:00,ACC_0076,BTC/USDT,buy,68369.485409,35.336124,filled,2026-05-15T08:24:16+00:00,,2026-05-15T08:24:26+00:00
ORD_000114,2026-05-15T08:24:26+00:00,ACC_0065,BTC/USDT,sell,68369.485409,35.336124,filled,2026-05-15T08:24:16+00:00,,2026-05-15T08:24:26+00:00
ORD_000115,2026-05-11T09:51:58+00:00,ACC_0069,ETH/USDT,buy,3596.155226,9.198476,filled,2026-05-11T09:51:48+00:00,,2026-05-11T09:51:58+00:00
ORD_000116,2026-05-11T09:51:58+00:00,ACC_0001,ETH/USDT,sell,3596.155226,9.198476,filled,2026-05-11T09:51:48+00:00,,2026-05-11T09:51:58+00:00
ORD_000117,2026-05-10T10:13:16+00:00,ACC_0076,XRP/USDT,buy,0.620641,70.078629,filled,2026-05-10T10:13:06+00:00,,2026-05-10T10:13:16+00:00
ORD_000118,2026-05-10T10:13:16+00:00,ACC_0045,XRP/USDT,sell,0.620641,70.078629,filled,2026-05-10T10:13:06+00:00,,2026-05-10T10:13:16+00:00
ORD_000119,2026-05-10T11:05:39+00:00,ACC_0024,SOL/USDT,buy,165.384279,12.299087,filled,2026-05-10T11:05:29+00:00,,2026-05-10T11:05:39+00:00
ORD_000120,2026-05-10T11:05:39+00:00,ACC_0064,SOL/USDT,sell,165.384279,12.299087,filled,2026-05-10T11:05:29+00:00,,2026-05-10T11:05:39+00:00
ORD_000121,2026-05-21T16:03:45+00:00,ACC_0060,BTC/USDT,buy,68551.779394,24.014298,filled,2026-05-21T16:03:35+00:00,,2026-05-21T16:03:45+00:00
ORD_000122,2026-05-21T16:03:45+00:00,ACC_0061,BTC/USDT,sell,68551.779394,24.014298,filled,2026-05-21T16:03:35+00:00,,2026-05-21T16:03:45+00:00
ORD_000123,2026-05-11T10:39:07+00:00,ACC_0049,SOL/USDT,buy,165.526904,18.995257,filled,2026-05-11T10:38:57+00:00,,2026-05-11T10:39:07+00:00
ORD_000124,2026-05-11T10:39:07+00:00,ACC_0066,SOL/USDT,sell,165.526904,18.995257,filled,2026-05-11T10:38:57+00:00,,2026-05-11T10:39:07+00:00
ORD_000125,2026-05-16T16:00:30+00:00,ACC_0050,XRP/USDT,buy,0.624423,11.914203,filled,2026-05-16T16:00:20+00:00,,2026-05-16T16:00:30+00:00
ORD_000126,2026-05-16T16:00:30+00:00,ACC_0070,XRP/USDT,sell,0.624423,11.914203,filled,2026-05-16T16:00:20+00:00,,2026-05-16T16:00:30+00:00
ORD_000127,2026-05-15T10:47:36+00:00,ACC_0054,SOL/USDT,buy,165.928907,20.640171,filled,2026-05-15T10:47:26+00:00,,2026-05-15T10:47:36+00:00
ORD_000128,2026-05-15T10:47:36+00:00,ACC_0025,SOL/USDT,sell,165.928907,20.640171,filled,2026-05-15T10:47:26+00:00,,2026-05-15T10:47:36+00:00
ORD_000129,2026-05-17T14:51:23+00:00,ACC_0061,ETH/USDT,buy,3632.928994,2.724589,filled,2026-05-17T14:51:13+00:00,,2026-05-17T14:51:23+00:00
ORD_000130,2026-05-17T14:51:23+00:00,ACC_0052,ETH/USDT,sell,3632.928994,2.724589,filled,2026-05-17T14:51:13+00:00,,2026-05-17T14:51:23+00:00
ORD_000131,2026-05-11T15:50:54+00:00,ACC_0043,SOL/USDT,buy,165.455428,15.159163,filled,2026-05-11T15:50:44+00:00,,2026-05-11T15:50:54+00:00
ORD_000132,2026-05-11T15:50:54+00:00,ACC_0011,SOL/USDT,sell,165.455428,15.159163,filled,2026-05-11T15:50:44+00:00,,2026-05-11T15:50:54+00:00
ORD_000133,2026-05-14T08:23:23+00:00,ACC_0022,XRP/USDT,buy,0.6222,2.91636,filled,2026-05-14T08:23:13+00:00,,2026-05-14T08:23:23+00:00
ORD_000134,2026-05-14T08:23:23+00:00,ACC_0069,XRP/USDT,sell,0.6222,2.91636,filled,2026-05-14T08:23:13+00:00,,2026-05-14T08:23:23+00:00
ORD_000135,2026-05-13T20:03:13+00:00,ACC_0062,ETH/USDT,buy,3613.124722,8.369342,filled,2026-05-13T20:03:03+00:00,,2026-05-13T20:03:13+00:00
ORD_000136,2026-05-13T20:03:13+00:00,ACC_0061,ETH/USDT,sell,3613.124722,8.369342,filled,2026-05-13T20:03:03+00:00,,2026-05-13T20:03:13+00:00
ORD_000137,2026-05-15T10:12:54+00:00,ACC_0011,XRP/USDT,buy,0.622047,5.647701,filled,2026-05-15T10:12:44+00:00,,2026-05-15T10:12:54+00:00
ORD_000138,2026-05-15T10:12:54+00:00,ACC_0023,XRP/USDT,sell,0.622047,5.647701,filled,2026-05-15T10:12:44+00:00,,2026-05-15T10:12:54+00:00
ORD_000139,2026-05-11T17:18:54+00:00,ACC_0035,XRP/USDT,buy,0.621484,4.196238,filled,2026-05-11T17:18:44+00:00,,2026-05-11T17:18:54+00:00
ORD_000140,2026-05-11T17:18:54+00:00,ACC_0055,XRP/USDT,sell,0.621484,4.196238,filled,2026-05-11T17:18:44+00:00,,2026-05-11T17:18:54+00:00
ORD_000141,2026-05-22T20:57:57+00:00,ACC_0041,ETH/USDT,buy,3656.740462,27.044296,filled,2026-05-22T20:57:47+00:00,,2026-05-22T20:57:57+00:00
ORD_000142,2026-05-22T20:57:57+00:00,ACC_0064,ETH/USDT,sell,3656.740462,27.044296,filled,2026-05-22T20:57:47+00:00,,2026-05-22T20:57:57+00:00
ORD_000143,2026-05-11T16:29:59+00:00,ACC_0063,BTC/USDT,buy,67841.182518,2.619884,filled,2026-05-11T16:29:49+00:00,,2026-05-11T16:29:59+00:00
ORD_000144,2026-05-11T16:29:59+00:00,ACC_0065,BTC/USDT,sell,67841.182518,2.619884,filled,2026-05-11T16:29:49+00:00,,2026-05-11T16:29:59+00:00
ORD_000145,2026-05-11T15:33:40+00:00,ACC_0047,BTC/USDT,buy,68193.002091,5.3422,filled,2026-05-11T15:33:30+00:00,,2026-05-11T15:33:40+00:00
ORD_000146,2026-05-11T15:33:40+00:00,ACC_0080,BTC/USDT,sell,68193.002091,5.3422,filled,2026-05-11T15:33:30+00:00,,2026-05-11T15:33:40+00:00
ORD_000147,2026-05-21T10:20:03+00:00,ACC_0074,SOL/USDT,buy,166.965982,121.12427,filled,2026-05-21T10:19:53+00:00,,2026-05-21T10:20:03+00:00
ORD_000148,2026-05-21T10:20:03+00:00,ACC_0082,SOL/USDT,sell,166.965982,121.12427,filled,2026-05-21T10:19:53+00:00,,2026-05-21T10:20:03+00:00
ORD_000149,2026-05-10T10:43:00+00:00,ACC_0011,BTC/USDT,buy,67979.918761,4.729488,filled,2026-05-10T10:42:50+00:00,,2026-05-10T10:43:00+00:00
ORD_000150,2026-05-10T10:43:00+00:00,ACC_0069,BTC/USDT,sell,67979.918761,4.729488,filled,2026-05-10T10:42:50+00:00,,2026-05-10T10:43:00+00:00
ORD_000151,2026-05-16T10:15:58+00:00,ACC_0062,XRP/USDT,buy,0.623074,5.23767,filled,2026-05-16T10:15:48+00:00,,2026-05-16T10:15:58+00:00
ORD_000152,2026-05-16T10:15:58+00:00,ACC_0032,XRP/USDT,sell,0.623074,5.23767,filled,2026-05-16T10:15:48+00:00,,2026-05-16T10:15:58+00:00
ORD_000153,2026-05-11T18:21:27+00:00,ACC_0014,BTC/USDT,buy,68008.815821,3.123655,filled,2026-05-11T18:21:17+00:00,,2026-05-11T18:21:27+00:00
