trade_id,timestamp,symbol,buyer_account_id,seller_account_id,price,quantity,notional_value
TRD_000088,2026-05-11T16:05:53+00:00,ETH/USDT,ACC_0038,ACC_0043,3606.558467,7.406771,26712.95
TRD_000089,2026-05-19T11:00:09+00:00,SOL/USDT,ACC_0003,ACC_0062,167.028086,1.965848,328.35
TRD_000090,2026-05-19T09:44:03+00:00,BTC/USDT,ACC_0016,ACC_0032,68623.575842,9.514703,652932.94
TRD_000091,2026-05-19T14:25:08+00:00,XRP/USDT,ACC_0028,ACC_0063,0.622104,19.108008,11.89
TRD_000092,2026-05-16T06:22:17+00:00,ETH/USDT,ACC_0055,ACC_0044,3625.184854,32.271386,116989.74
TRD_000093,2026-05-14T16:43:49+00:00,ETH/USDT,ACC_0037,ACC_0027,3619.106304,11.40527,41276.88
TRD_000094,2026-05-13T23:31:45+00:00,SOL/USDT,ACC_0046,ACC_0026,166.875181,26.784419,4469.65
TRD_000095,2026-05-13T15:53:05+00:00,BTC/USDT,ACC_0069,ACC_0063,68178.507406,2.918924,199007.88
TRD_000096,2026-05-15T08:12:47+00:00,SOL/USDT,ACC_0042,ACC_0068,165.434954,23.541157,3894.53
TRD_000097,2026-05-09T20:55:35+00:00,XRP/USDT,ACC_0015,ACC_0065,0.620453,8.071316,5.01
TRD_000098,2026-05-12T09:20:32+00:00,BTC/USDT,ACC_0051,ACC_0048,68147.383841,22.788471,1552974.68
TRD_000099,2026-05-18T05:59:47+00:00,SOL/USDT,ACC_0035,ACC_0046,166.971301,11.925484,1991.21
TRD_000100,2026-05-10T11:39:12+00:00,SOL/USDT,ACC_0067,ACC_0063,164.493201,4.020194,661.29
TRD_000101,2026-05-19T15:49:10+00:00,BTC/USDT,ACC_0011,ACC_0018,68696.274835,3.350462,230164.26
TRD_000102,2026-05-16T09:56:15+00:00,SOL/USDT,ACC_0057,ACC_0061,166.063195,16.933141,2811.97
TRD_000103,2026-05-09T14:37:23+00:00,SOL/USDT,ACC_0042,ACC_0069,165.683945,20.615835,3415.71
TRD_000104,2026-05-11T13:26:05+00:00,ETH/USDT,ACC_0023,ACC_0066,3585.540073,10.788381,38682.17
TRD_000105,2026-05-13T11:16:21+00:00,ETH/USDT,ACC_0015,ACC_0057,3624.838289,8.07272,29262.3
TRD_000106,2026-05-11T21:36:34+00:00,XRP/USDT,ACC_0024,ACC_0063,0.618598,3.359774,2.08
TRD_000107,2026-05-19T17:50:35+00:00,SOL/USDT,ACC_0006,ACC_0054,166.444146,6.729466,1120.08
TRD_000108,2026-05-13T19:13:32+00:00,ETH/USDT,ACC_0030,ACC_0065,3616.011593,14.639869,52937.94
TRD_000109,2026-05-17T10:29:31+00:00,BTC/USDT,ACC_0057,ACC_0019,68478.979634,58.688584,4018934.35
TRD_000110,2026-05-18T15:48:27+00:00,BTC/USDT,ACC_0053,ACC_0021,69010.044316,56.794708,3919405.32
TRD_000111,2026-05-21T10:08:07+00:00,BTC/USDT,ACC_0069,ACC_0035,68794.860405,3.152501,216875.87
TRD_000112,2026-05-10T16:13:23+00:00,ETH/USDT,ACC_0072,ACC_0068,3598.312681,82.568545,297107.44
TRD_000113,2026-05-10T07:57:05+00:00,XRP/USDT,ACC_0067,ACC_0049,0.620537,3.125647,1.94
TRD_000114,2026-05-11T15:34:03+00:00,ETH/USDT,ACC_0019,ACC_0082,3613.327057,7.918521,28612.21
TRD_000115,2026-05-14T15:24:20+00:00,BTC/USDT,ACC_0021,ACC_0012,68456.971503,3.316689,227050.48
TRD_000116,2026-05-17T16:47:01+00:00,ETH/USDT,ACC_0078,ACC_0064,3624.313177,39.53196,143276.2
TRD_000117,2026-05-22T16:13:35+00:00,ETH/USDT,ACC_0038,ACC_0066,3639.924126,5.023938,18286.75
TRD_000118,2026-05-16T16:35:48+00:00,ETH/USDT,ACC_0028,ACC_0067,3624.661018,12.431073,45058.43
TRD_000119,2026-05-19T06:50:28+00:00,XRP/USDT,ACC_0077,ACC_0067,0.625496,62.430205,39.05
TRD_000120,2026-05-09T15:50:11+00:00,SOL/USDT,ACC_0048,ACC_0066,163.925545,7.9369,1301.06
TRD_000121,2026-05-20T11:58:08+00:00,ETH/USDT,ACC_0018,ACC_0064,3641.452992,9.080346,33065.65
TRD_000122,2026-05-12T22:22:30+00:00,ETH/USDT,ACC_0041,ACC_0011,3611.379334,34.045523,122951.3
TRD_000123,2026-05-12T22:50:59+00:00,ETH/USDT,ACC_0013,ACC_0066,3607.035487,10.207913,36820.3
TRD_000124,2026-05-18T06:23:00+00:00,ETH/USDT,ACC_0059,ACC_0018,3616.217053,19.775159,71511.27
TRD_000125,2026-05-13T06:38:29+00:00,ETH/USDT,ACC_0024,ACC_0065,3617.57634,3.127354,11313.44
TRD_000126,2026-05-13T02:25:47+00:00,BTC/USDT,ACC_0070,ACC_0055,68406.745991,5.318113,363794.81
TRD_000127,2026-05-22T10:06:17+00:00,XRP/USDT,ACC_0005,ACC_0066,0.632412,6.035718,3.82
TRD_000128,2026-05-21T05:01:29+00:00,SOL/USDT,ACC_0050,ACC_0076,167.213527,16.81424,2811.57
TRD_000129,2026-05-09T16:41:14+00:00,XRP/USDT,ACC_0021,ACC_0032,0.621603,21.389601,13.3
TRD_000130,2026-05-18T19:16:49+00:00,XRP/USDT,ACC_0079,ACC_0014,0.62634,29.643791,18.57
TRD_000131,2026-05-21T16:13:06+00:00,XRP/USDT,ACC_0047,ACC_0045,0.629748,5.89162,3.71
TRD_000132,2026-05-11T09:41:06+00:00,SOL/USDT,ACC_0077,ACC_0064,164.875761,27.758684,4576.73
TRD_000133,2026-05-21T01:18:44+00:00,XRP/USDT,ACC_0026,ACC_0070,0.624786,4.643549,2.9
TRD_000134,2026-05-09T16:11:30+00:00,ETH/USDT,ACC_0022,ACC_0066,3599.905017,2.107823,7587.96
TRD_000135,2026-05-17T15:21:39+00:00,BTC/USDT,ACC_0079,ACC_0041,68748.704658,17.3469,1192576.9
TRD_000136,2026-05-22T11:33:03+00:00,SOL/USDT,ACC_0044,ACC_0025,166.68797,33.846962,5641.88
TRD_000137,2026-05-19T09:50:55+00:00,ETH/USDT,ACC_0049,ACC_0044,3638.584635,8.388635,30522.76
TRD_000138,2026-05-22T15:30:05+00:00,BTC/USDT,ACC_0025,ACC_0066,68596.612075,24.857315,1705127.59
TRD_000139,2026-05-22T13:36:32+00:00,BTC/USDT,ACC_0057,ACC_0065,68989.371493,18.542272,1279219.69
TRD_000140,2026-05-11T11:33:46+00:00,SOL/USDT,ACC_0080,ACC_0040,165.807619,40.124506,6652.95
TRD_000141,2026-05-20T15:02:06+00:00,ETH/USDT,ACC_0063,ACC_0064,3624.017383,1.814544,6575.94
TRD_000142,2026-05-17T10:21:40+00:00,BTC/USDT,ACC_0017,ACC_0064,68244.365817,8.098408,552670.72
TRD_000143,2026-05-16T17:19:49+00:00,BTC/USDT,ACC_0047,ACC_0063,68656.377818,19.769104,1357275.07
TRD_000144,2026-05-13T15:11:46+00:00,BTC/USDT,ACC_0065,ACC_0062,68045.885464,2.793816,190107.68
TRD_000145,2026-05-15T11:29:37+00:00,BTC/USDT,ACC_0042,ACC_0026,68364.547142,81.309261,5558670.81
TRD_000146,2026-05-20T10:33:03+00:00,ETH/USDT,ACC_0041,ACC_0026,3649.378935,12.177456,44440.15
TRD_000147,2026-05-14T19:52:29+00:00,XRP/USDT,ACC_0072,ACC_0076,0.61796,467.466376,288.88
TRD_000148,2026-05-15T10:22:19+00:00,ETH/USDT,ACC_0043,ACC_0053,3628.306641,8.887274,32245.76
TRD_000149,2026-05-22T11:03:42+00:00,SOL/USDT,ACC_0070,ACC_0062,166.678533,4.927256,821.27
TRD_000150,2026-05-19T21:01:15+00:00,BTC/USDT,ACC_0033,ACC_0063,68514.500411,4.139297,283601.87
TRD_000151,2026-05-17T14:58:05+00:00,SOL/USDT,ACC_0020,ACC_0070,165.956453,5.399834,896.14
TRD_000152,2026-05-19T19:01:53+00:00,BTC/USDT,ACC_0080,ACC_0029,68549.203096,6.612959,453313.07
TRD_000153,2026-05-10T10:20:06+00:00,SOL/USDT,ACC_0068,ACC_0066,165.158589,1.848409,305.28
TRD_000154,2026-05-16T11:23:31+00:00,ETH/USDT,ACC_0010,ACC_0042,3631.183782,1.132611,4112.72
TRD_000155,2026-05-12T10:09:30+00:00,ETH/USDT,ACC_0057,ACC_0060,3595.526644,27.571342,99133.49
TRD_000156,2026-05-11T16:10:44+00:00,BTC/USDT,ACC_0063,ACC_0011,67917.775293,2.537792,172361.19
TRD_000157,2026-05-11T16:22:51+00:00,SOL/USDT,ACC_0066,ACC_0062,165.222031,4.406006,727.97
TRD_000158,2026-05-12T02:24:44+00:00,SOL/USDT,ACC_0004,ACC_0019,165.655867,13.592033,2251.6
TRD_000159,2026-05-11T05:06:21+00:00,BTC/USDT,ACC_0070,ACC_0033,68212.665704,4.751096,324084.92
TRD_000160,2026-05-17T21:00:58+00:00,SOL/USDT,ACC_0070,ACC_0049,166.805897,5.480627,914.2
TRD_000161,2026-05-10T10:36:20+00:00,BTC/USDT,ACC_0048,ACC_0049,67763.30602,17.724385,1201062.92
TRD_000162,2026-05-20T23:28:22+00:00,SOL/USDT,ACC_0021,ACC_0066,166.696672,13.483102,2247.59
TRD_000163,2026-05-20T23:16:35+00:00,ETH/USDT,ACC_0011,ACC_0043,3652.608545,9.25871,33818.44
TRD_000164,2026-05-16T14:48:05+00:00,XRP/USDT,ACC_0064,ACC_0036,0.625183,5.185208,3.24
TRD_000165,2026-05-20T06:23:28+00:00,BTC/USDT,ACC_0052,ACC_0065,68536.515314,13.779454,944395.76
TRD_000166,2026-05-13T10:23:38+00:00,XRP/USDT,ACC_0063,ACC_0028,0.621481,3.622807,2.25
TRD_000167,2026-05-13T15:39:02+00:00,BTC/USDT,ACC_0003,ACC_0080,67916.088247,8.274145,561947.56
TRD_000168,2026-05-12T14:30:20+00:00,ETH/USDT,ACC_0056,ACC_0022,3605.888175,13.374205,48225.89
TRD_000169,2026-05-09T15:54:54+00:00,XRP/USDT,ACC_0077,ACC_0064,0.620235,7.870584,4.88
TRD_000170,2026-05-10T10:00:10+00:00,XRP/USDT,ACC_0015,ACC_0067,0.622719,7.835152,4.88
TRD_000171,2026-05-10T20:06:53+00:00,ETH/USDT,ACC_0061,ACC_0062,3601.282434,4.154441,14961.32
TRD_000172,2026-05-15T10:10:16+00:00,BTC/USDT,ACC_0068,ACC_0036,68711.196638,3.287539,225890.74
TRD_000173,2026-05-21T10:55:21+00:00,BTC/USDT,ACC_0076,ACC_0032,68656.103947,43.355523,2976621.29
TRD_000174,2026-05-10T17:16:56+00:00,ETH/USDT,ACC_0015,ACC_0060,3592.457124,4.463503,16034.94
TRD_000175,2026-05-17T15:53:30+00:00,BTC/USDT,ACC_0045,ACC_0061,68717.168251,16.156263,1110212.64
TRD_000176,2026-05-15T13:33:39+00:00,ETH/USDT,ACC_0077,ACC_0047,3633.763151,9.161393,33290.33
TRD_000177,2026-05-16T07:08:58+00:00,ETH/USDT,ACC_0077,ACC_0047,3598.702953,43.659411,157117.25
TRD_000178,2026-05-16T11:15:41+00:00,BTC/USDT,ACC_0044,ACC_0064,68474.376191,15.990764,1094957.59
TRD_000179,2026-05-15T15:53:20+00:00,XRP/USDT,ACC_0056,ACC_0035,0.622891,15.078136,9.39
TRD_000180,2026-05-13T10:51:27+00:00,ETH/USDT,ACC_0069,ACC_0068,3614.830405,5.000418,18075.66
TRD_000181,2026-05-13T10:09:12+00:00,XRP/USDT,ACC_0050,ACC_0057,0.624222,34.414065,21.48
TRD_000182,2026-05-12T10:59:00+00:00,SOL/USDT,ACC_0045,ACC_0082,165.829529,17.141146,2842.51
TRD_000183,2026-05-17T09:39:43+00:00,ETH/USDT,ACC_0049,ACC_0057,3635.099542,56.531345,205497.07
TRD_000184,2026-05-20T15:33:34+00:00,BTC/USDT,ACC_0069,ACC_0062,68929.278994,2.865313,197503.96
TRD_000185,2026-05-19T10:59:45+00:00,BTC/USDT,ACC_0030,ACC_0070,68727.653348,6.456443,443736.18
TRD_000186,2026-05-17T08:29:10+00:00,ETH/USDT,ACC_0045,ACC_0008,3635.93732,24.604266,89459.57
TRD_000187,2026-05-10T11:00:32+00:00,ETH/USDT,ACC_0022,ACC_0058,3606.146699,2.841999,10248.67
TRD_000188,2026-05-09T22:36:01+00:00,ETH/USDT,ACC_0005,ACC_0039,3582.438288,8.013743,28708.74
TRD_000189,2026-05-15T16:12:00+00:00,ETH/USDT,ACC_0066,ACC_0069,3623.768995,2.844055,10306.2
TRD_000190,2026-05-15T10:18:00+00:00,BTC/USDT,ACC_0043,ACC_0019,68089.693592,13.623542,927622.8
TRD_000191,2026-05-15T00:06:25+00:00,XRP/USDT,ACC_0064,ACC_0081,0.623781,3.279945,2.05
TRD_000192,2026-05-11T08:18:43+00:00,ETH/USDT,ACC_0043,ACC_0066,3574.219739,7.19704,25723.8
TRD_000193,2026-05-18T19:35:01+00:00,ETH/USDT,ACC_0034,ACC_0081,3631.799541,14.775644,53662.18
TRD_000194,2026-05-10T09:12:38+00:00,ETH/USDT,ACC_0062,ACC_0023,3594.268272,4.422398,15895.28
TRD_000195,2026-05-11T09:53:55+00:00,XRP/USDT,ACC_0060,ACC_0069,0.621417,5.685964,3.53
TRD_000196,2026-05-18T15:20:47+00:00,ETH/USDT,ACC_0031,ACC_0037,3633.014728,8.777943,31890.4
TRD_000197,2026-05-18T13:08:32+00:00,XRP/USDT,ACC_0013,ACC_0072,0.625043,5.949369,3.72
TRD_000198,2026-05-12T06:45:28+00:00,BTC/USDT,ACC_0045,ACC_0043,68185.868523,16.204871,1104943.2
TRD_000199,2026-05-11T11:46:20+00:00,ETH/USDT,ACC_0012,ACC_0064,3615.531083,8.469742,30622.62
TRD_000200,2026-05-15T12:02:43+00:00,ETH/USDT,ACC_0003,ACC_0069,3613.060521,2.488811,8992.22
TRD_000201,2026-05-14T21:04:42+00:00,BTC/USDT,ACC_0064,ACC_0031,68537.879254,4.320556,296121.75
TRD_000202,2026-05-12T22:53:23+00:00,ETH/USDT,ACC_0037,ACC_0061,3613.528188,19.125591,69110.86
TRD_000203,2026-05-15T15:03:05+00:00,XRP/USDT,ACC_0015,ACC_0006,0.624953,8.393337,5.25
TRD_000204,2026-05-20T10:56:10+00:00,XRP/USDT,ACC_0081,ACC_0028,0.626848,7.897672,4.95
TRD_000205,2026-05-16T16:25:25+00:00,XRP/USDT,ACC_0050,ACC_0068,0.624725,15.213152,9.5
TRD_000206,2026-05-13T16:33:09+00:00,SOL/USDT,ACC_0058,ACC_0029,166.155268,31.881511,5297.28
TRD_000207,2026-05-13T14:57:56+00:00,XRP/USDT,ACC_0024,ACC_0068,0.623713,13.646647,8.51
TRD_000208,2026-05-16T12:38:35+00:00,SOL/USDT,ACC_0066,ACC_0078,166.18181,3.521589,585.22
TRD_000209,2026-05-15T21:53:05+00:00,BTC/USDT,ACC_0049,ACC_0065,68463.997937,19.635988,1344358.24
TRD_000210,2026-05-17T22:04:44+00:00,BTC/USDT,ACC_0004,ACC_0062,68490.214503,7.188051,492311.15
TRD_000211,2026-05-14T15:18:49+00:00,BTC/USDT,ACC_0022,ACC_0063,68419.354781,13.758521,941349.13
TRD_000212,2026-05-14T15:38:56+00:00,BTC/USDT,ACC_0064,ACC_0069,68435.912412,6.218356,425558.87
TRD_000213,2026-05-10T10:56:07+00:00,XRP/USDT,ACC_0083,ACC_0068,0.617253,12.18647,7.52
TRD_000214,2026-05-10T18:47:15+00:00,ETH/USDT,ACC_0011,ACC_0031,3592.277988,10.990974,39482.63
TRD_000215,2026-05-09T16:08:56+00:00,ETH/USDT,ACC_0070,ACC_0029,3597.20054,6.104437,21958.88
TRD_000216,2026-05-19T15:23:35+00:00,BTC/USDT,ACC_0017,ACC_0039,68674.227216,10.358746,711378.88
TRD_000217,2026-05-13T10:06:27+00:00,XRP/USDT,ACC_0081,ACC_0070,0.621774,36.321609,22.58
TRD_000218,2026-05-16T15:20:47+00:00,BTC/USDT,ACC_0013,ACC_0052,68407.763283,4.240109,290056.37
TRD_000219,2026-05-13T07:04:49+00:00,ETH/USDT,ACC_0058,ACC_0013,3613.711363,23.500181,84922.87
TRD_000220,2026-05-17T10:44:57+00:00,ETH/USDT,ACC_0045,ACC_0068,3636.175371,30.126751,109546.15
TRD_000221,2026-05-22T13:43:04+00:00,XRP/USDT,ACC_0013,ACC_0077,0.63041,4.513441,2.85
TRD_000222,2026-05-13T15:46:30+00:00,BTC/USDT,ACC_0028,ACC_0064,68340.622038,11.970023,818038.82
TRD_000223,2026-05-10T16:10:32+00:00,BTC/USDT,ACC_0063,ACC_0067,67863.310863,3.715933,252175.52
TRD_000224,2026-05-22T16:32:40+00:00,BTC/USDT,ACC_0028,ACC_0064,68677.52471,6.396522,439297.3
TRD_000225,2026-05-13T15:23:23+00:00,ETH/USDT,ACC_0041,ACC_0054,3612.48228,16.345565,59048.06
TRD_000226,2026-05-17T22:07:02+00:00,SOL/USDT,ACC_0046,ACC_0010,166.808774,20.281898,3383.2
